gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureYears,TotalServices,ChurnBinary,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Risk_Segment,Predicted Churn Score
Male,1,Yes,No,13.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,1.0,2,0,13.0,2,849.1,4,2,2,422,Lost Customers,Medium-High Risk,60
Female,0,Yes,No,43.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,No,3.0,7,0,43.0,7,3460.3,5,5,4,554,Champions,Medium-High Risk,20
Male,0,Yes,Yes,19.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,1.0,4,1,19.0,4,1465.75,4,3,3,433,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,0.0,4,0,1.0,4,90.1,1,3,1,131,Average Customers,High Risk,90
Female,0,No,No,69.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,5.0,7,0,69.0,7,5555.3,5,5,5,555,Champions,Low Risk,20
Female,0,Yes,No,61.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,1278.8,No,5.0,1,0,61.0,1,1278.8,5,1,3,513,Lost Customers,Medium Risk,10
Male,0,Yes,No,43.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,3.0,6,0,43.0,6,2907.35,5,4,4,544,Champions,Low Risk,20
Female,0,Yes,No,6.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,0.0,1,1,6.0,1,146.3,2,1,1,211,At-Risk Newbies,Medium Risk,70
Male,0,No,No,1.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,Yes,0.0,3,1,1.0,3,51.25,1,2,1,121,At-Risk Newbies,Low Risk,60
Male,0,Yes,No,56.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No,4.0,4,0,56.0,4,4952.95,5,3,5,535,Loyal Customers,Medium-High Risk,50
Female,0,Yes,No,70.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,No,5.0,7,0,70.0,7,4504.9,5,5,5,555,Champions,Low Risk,0
Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,0.0,2,1,1.0,2,45.6,1,2,1,121,At-Risk Newbies,Medium-High Risk,70
Male,0,Yes,Yes,49.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,4.0,6,0,49.0,6,4520.15,5,4,5,545,Champions,Medium-High Risk,30
Female,0,No,No,6.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,0.0,3,1,6.0,3,267.35,2,2,1,221,At-Risk Newbies,Low Risk,60
Female,0,Yes,Yes,32.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,2.0,7,0,32.0,7,2316.85,5,5,4,554,Champions,Low Risk,20
Female,1,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,No,6.0,8,0,72.0,8,8075.35,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,Yes,37.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No,3.0,5,0,37.0,5,2302.35,5,4,4,544,Champions,Low Risk,0
Female,0,Yes,No,69.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No,5.0,7,0,69.0,7,7251.9,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,No,26.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No,2.0,7,0,26.0,7,2078.55,5,5,4,554,Champions,Low Risk,40
Female,0,Yes,Yes,58.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,No,4.0,7,0,58.0,7,6225.4,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,24.0,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,1242.25,No,2.0,4,0,24.0,4,1242.25,4,3,3,433,Loyal Customers,Low Risk,0
Male,0,Yes,Yes,5.0,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.55,99.45,No,0.0,1,0,5.0,1,99.45,2,1,1,211,At-Risk Newbies,Medium-High Risk,50
Male,0,Yes,Yes,15.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.0,288.05,Yes,1.0,1,1,15.0,1,288.05,4,1,2,412,Lost Customers,Medium-High Risk,30
Female,0,Yes,Yes,30.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,599.25,No,2.0,1,0,30.0,1,599.25,5,1,2,512,Lost Customers,Medium Risk,10
Female,0,Yes,No,55.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,No,4.0,6,0,55.0,6,3462.1,5,4,4,544,Champions,Low Risk,0
Female,0,Yes,No,25.0,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,2.0,2,1,25.0,2,853.0,5,2,2,522,Lost Customers,Medium Risk,30
Male,1,Yes,No,10.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,0.0,6,1,10.0,6,934.1,3,4,2,342,Average Customers,High Risk,90
Male,0,Yes,Yes,44.0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,No,3.0,6,0,44.0,6,2375.2,5,4,4,544,Champions,Low Risk,0
Female,0,No,No,47.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,No,3.0,5,0,47.0,5,2813.05,5,4,4,544,Champions,Low Risk,0
Female,0,Yes,Yes,13.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,Yes,1.0,4,1,13.0,4,1222.8,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,0,Yes,Yes,49.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,4.0,8,1,49.0,8,5293.2,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,No,64.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,6314.35,No,5.0,6,0,64.0,6,6314.35,5,4,5,545,Champions,Medium-High Risk,30
Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.1,19.1,No,0.0,1,0,1.0,1,19.1,1,1,1,111,At-Risk Newbies,Medium Risk,70
Male,0,No,No,20.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,1003.05,No,1.0,3,0,20.0,3,1003.05,4,2,3,423,Lost Customers,Low Risk,20
Female,0,Yes,No,37.0,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,No,3.0,4,0,37.0,4,1593.1,5,3,3,533,Loyal Customers,Medium-High Risk,0
Male,0,Yes,Yes,30.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,No,2.0,4,0,30.0,4,2509.95,5,3,4,534,Loyal Customers,Medium-High Risk,50
Female,0,No,No,38.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,No,3.0,8,0,38.0,8,3187.65,5,5,4,554,Champions,Low Risk,20
Female,1,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,Yes,0.0,3,1,1.0,3,74.45,1,2,1,121,At-Risk Newbies,High Risk,90
Female,0,No,No,37.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes,3.0,4,1,37.0,4,2345.2,5,3,4,534,Loyal Customers,Medium-High Risk,20
Female,0,Yes,No,52.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,No,4.0,7,0,52.0,7,3330.1,5,5,4,554,Champions,Low Risk,0
Male,0,No,Yes,71.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,No,5.0,7,0,71.0,7,5522.7,5,5,5,555,Champions,Low Risk,20
Male,0,No,No,26.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,Yes,2.0,5,1,26.0,5,2335.3,5,4,4,544,Champions,Medium-High Risk,50
Male,0,No,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,No,5.0,7,0,66.0,7,4798.4,5,5,5,555,Champions,Low Risk,20
Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,8594.4,No,6.0,9,0,72.0,9,8594.4,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,Yes,25.0,No,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,No,2.0,3,0,25.0,3,970.55,5,2,3,523,Lost Customers,Low Risk,0
Male,0,Yes,Yes,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,7665.8,No,5.0,9,0,69.0,9,7665.8,5,5,5,555,Champions,Medium-High Risk,30
Male,0,Yes,Yes,53.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.7,3686.05,No,4.0,6,0,53.0,6,3686.05,5,4,4,544,Champions,Low Risk,0
Female,0,No,No,12.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,Yes,1.0,5,1,12.0,5,1115.15,3,4,3,343,Loyal Customers,Medium-High Risk,30
Male,0,No,No,26.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,2537.0,No,2.0,6,0,26.0,6,2537.0,5,4,4,544,Champions,Medium-High Risk,50
Male,0,No,No,21.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.65,1393.6,No,1.0,4,0,21.0,4,1393.6,4,3,3,433,Loyal Customers,Low Risk,20
Female,0,No,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,89.35,No,0.0,4,0,1.0,4,89.35,1,3,1,131,Average Customers,High Risk,90
Male,0,No,No,48.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,No,4.0,6,0,48.0,6,4445.3,5,4,4,544,Champions,Medium-High Risk,50
Female,0,Yes,No,26.0,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,978.6,No,2.0,3,0,26.0,3,978.6,5,2,3,523,Lost Customers,Low Risk,0
Male,0,Yes,No,60.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.95,1258.15,No,5.0,1,0,60.0,1,1258.15,5,1,3,513,Lost Customers,Medium Risk,10
Male,0,No,No,18.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.25,331.35,No,1.0,1,0,18.0,1,331.35,4,1,2,412,Lost Customers,Medium Risk,30
Female,1,No,No,10.0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,291.4,Yes,0.0,2,1,10.0,2,291.4,3,2,2,322,Average Customers,Medium-High Risk,70
Male,0,Yes,Yes,5.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,453.75,Yes,0.0,5,1,5.0,5,453.75,2,4,2,242,Average Customers,High Risk,90
Female,0,No,Yes,4.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.4,84.75,No,0.0,1,0,4.0,1,84.75,2,1,1,211,At-Risk Newbies,Medium Risk,50
Male,0,Yes,Yes,65.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.75,1715.1,No,5.0,2,0,65.0,2,1715.1,5,2,3,523,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,70.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.35,1715.15,No,5.0,2,0,70.0,2,1715.15,5,2,3,523,Lost Customers,Medium Risk,10
Male,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes,1.0,5,1,18.0,5,1597.25,4,4,3,443,Loyal Customers,Medium-High Risk,50
Male,0,No,Yes,62.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.0,1250.1,No,5.0,1,0,62.0,1,1250.1,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,Yes,Yes,66.0,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,3996.8,No,5.0,4,0,66.0,4,3996.8,5,3,4,534,Loyal Customers,Medium-High Risk,0
Female,0,Yes,Yes,65.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.5,5215.1,No,5.0,8,0,65.0,8,5215.1,5,5,5,555,Champions,Low Risk,20
Female,1,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5,Yes,0.0,2,1,3.0,2,235.5,1,2,1,121,At-Risk Newbies,High Risk,100
Female,0,No,No,34.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,673.2,No,2.0,1,0,34.0,1,673.2,5,1,2,512,Lost Customers,Medium Risk,30
Male,0,Yes,Yes,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,No,1.0,5,0,16.0,5,1442.2,4,4,3,443,Loyal Customers,Medium-High Risk,50
Female,0,No,No,54.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,Yes,4.0,7,1,54.0,7,5639.05,5,5,5,555,Champions,Medium-High Risk,30
Female,1,No,No,50.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,5222.35,No,4.0,7,0,50.0,7,5222.35,5,5,5,555,Champions,Medium-High Risk,50
Male,0,Yes,No,71.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,7291.75,No,5.0,7,0,71.0,7,7291.75,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65,Yes,0.0,3,1,10.0,3,799.65,3,2,2,322,Average Customers,High Risk,90
Female,0,No,No,1.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,50.8,Yes,0.0,3,1,1.0,3,50.8,1,2,1,121,At-Risk Newbies,Medium-High Risk,60
Male,0,No,No,18.0,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,23.75,424.5,No,1.0,2,0,18.0,2,424.5,4,2,2,422,Lost Customers,Medium Risk,10
Male,0,No,No,4.0,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.3,249.4,No,0.0,4,0,4.0,4,249.4,2,3,1,231,Average Customers,Medium-High Risk,60
Female,0,Yes,Yes,58.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,4415.75,No,4.0,7,0,58.0,7,4415.75,5,5,4,554,Champions,Low Risk,20
Female,0,Yes,No,56.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98.0,5270.6,No,4.0,6,0,56.0,6,5270.6,5,4,5,545,Champions,Medium-High Risk,30
Male,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,144.55,Yes,0.0,3,1,2.0,3,144.55,1,2,1,121,At-Risk Newbies,High Risk,90
Male,0,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,2.0,4,1,32.0,4,2447.95,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,56.0,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.0,2884.9,No,4.0,5,0,56.0,5,2884.9,5,4,4,544,Champions,Low Risk,0
Male,0,No,No,36.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes,3.0,4,1,36.0,4,3050.15,5,3,4,534,Loyal Customers,Medium-High Risk,50
Female,0,No,No,4.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,253.0,No,0.0,5,0,4.0,5,253.0,2,4,1,241,Average Customers,Low Risk,60
Male,0,No,No,53.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Yes,4.0,4,1,53.0,4,4517.25,5,3,5,535,Loyal Customers,Medium-High Risk,50
Male,0,No,No,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,436.2,No,0.0,2,0,10.0,2,436.2,3,2,2,322,Average Customers,Medium Risk,70
Male,0,No,No,4.0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,118.4,No,0.0,2,0,4.0,2,118.4,2,2,1,221,At-Risk Newbies,Medium-High Risk,70
Male,0,Yes,Yes,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,19.9,Yes,0.0,1,1,1.0,1,19.9,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,Yes,No,51.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,3649.6,No,4.0,2,0,51.0,2,3649.6,5,2,4,524,High Spenders,Medium-High Risk,40
Male,1,No,No,12.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1200.15,Yes,1.0,6,1,12.0,6,1200.15,3,4,3,343,Loyal Customers,Medium-High Risk,50
Female,0,No,No,6.0,No,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,255.6,No,0.0,4,0,6.0,4,255.6,2,3,1,231,Average Customers,Low Risk,40
Male,0,Yes,Yes,63.0,No,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,2395.05,No,5.0,4,0,63.0,4,2395.05,5,3,4,534,Loyal Customers,Low Risk,0
Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,Yes,0.0,2,1,1.0,2,70.6,1,2,1,121,At-Risk Newbies,High Risk,100
Female,0,Yes,No,48.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,No,4.0,7,0,48.0,7,5083.55,5,5,5,555,Champions,Medium-High Risk,50
Female,0,No,No,5.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Yes,0.0,3,1,5.0,3,389.6,2,2,2,222,At-Risk Newbies,High Risk,90
Female,0,No,Yes,35.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.1,644.5,No,2.0,1,0,35.0,1,644.5,5,1,2,512,Lost Customers,Medium Risk,10
Male,0,No,No,6.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,523.5,Yes,0.0,4,1,6.0,4,523.5,2,3,2,232,Average Customers,High Risk,90
Male,0,No,No,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,39.3,No,0.0,1,0,2.0,1,39.3,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,No,No,50.0,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.75,989.05,No,4.0,1,0,50.0,1,989.05,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,No,No,33.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,No,2.0,2,0,33.0,2,2406.1,5,2,4,524,High Spenders,Medium-High Risk,60
Male,0,No,No,31.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.45,638.55,No,2.0,1,0,31.0,1,638.55,5,1,2,512,Lost Customers,Medium Risk,10
Female,0,Yes,Yes,9.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,191.1,No,0.0,1,0,9.0,1,191.1,3,1,1,311,Average Customers,Medium Risk,50
Female,0,Yes,Yes,54.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,No,4.0,8,0,54.0,8,4524.05,5,5,5,555,Champions,Medium-High Risk,40
Female,0,No,No,46.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.65,4664.2,No,3.0,6,0,46.0,6,4664.2,5,4,5,545,Champions,Medium-High Risk,30
Male,0,No,Yes,34.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,3470.8,No,2.0,7,0,34.0,7,3470.8,5,5,4,554,Champions,Medium-High Risk,30
Male,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,6910.3,No,5.0,6,0,71.0,6,6910.3,5,4,5,545,Champions,Medium-High Risk,30
Female,0,Yes,Yes,63.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,4014.2,No,5.0,6,0,63.0,6,4014.2,5,4,4,544,Champions,Low Risk,0
Female,0,No,No,51.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.95,1288.0,No,4.0,2,0,51.0,2,1288.0,5,2,3,523,Lost Customers,Medium Risk,10
Female,1,No,No,26.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,Yes,2.0,5,1,26.0,5,2277.65,5,4,4,544,Champions,Medium-High Risk,50
Female,0,Yes,No,64.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.0,6375.8,No,5.0,6,0,64.0,6,6375.8,5,4,5,545,Champions,Medium-High Risk,30
Female,1,Yes,No,1.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0.0,1,1,1.0,1,24.8,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Male,1,Yes,No,61.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,No,5.0,5,0,61.0,5,5251.75,5,4,5,545,Champions,Medium-High Risk,30
Female,0,No,No,15.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,1505.45,No,1.0,5,0,15.0,5,1505.45,4,4,3,443,Loyal Customers,Medium-High Risk,50
Male,0,No,No,64.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,Yes,5.0,7,1,64.0,7,6903.1,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,18.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,No,1.0,3,0,18.0,3,913.3,4,2,2,422,Lost Customers,Medium-High Risk,20
Female,0,Yes,Yes,57.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.0,5535.8,No,4.0,5,0,57.0,5,5535.8,5,4,5,545,Champions,Medium-High Risk,30
Male,0,Yes,Yes,14.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.4,815.55,No,1.0,5,0,14.0,5,815.55,4,4,2,442,Average Customers,Low Risk,0
Male,1,No,No,18.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1411.65,No,1.0,4,0,18.0,4,1411.65,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,1,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,5602.25,No,6.0,4,0,72.0,4,5602.25,5,3,5,535,Loyal Customers,Medium-High Risk,30
Male,0,Yes,No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,8244.3,No,5.0,9,0,70.0,9,8244.3,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,38.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.05,741.5,No,3.0,1,0,38.0,1,741.5,5,1,2,512,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,68.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,4375.8,No,5.0,6,0,68.0,6,4375.8,5,4,4,544,Champions,Low Risk,0
Male,0,No,No,13.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,Yes,1.0,3,1,13.0,3,1008.7,4,2,3,423,Lost Customers,Medium-High Risk,50
Male,1,Yes,No,65.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.7,5968.4,No,5.0,6,0,65.0,6,5968.4,5,4,5,545,Champions,Medium-High Risk,30
Female,0,No,No,30.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,3096.9,No,2.0,6,0,30.0,6,3096.9,5,4,4,544,Champions,Medium-High Risk,50
